"variable","permutation","dropout_loss","label"
"ARRB2",9,0.317733990147783,"GLM"
"TGFB1",9,0.265188834154351,"GLM"
"C3",9,0.366995073891626,"GLM"
"APOE",9,0.239737274220033,"GLM"
"FOS",9,0.426929392446634,"GLM"
"ESR2",9,0.300492610837438,"GLM"
"CD36",9,0.244663382594417,"GLM"
"ESR1",9,0.328407224958949,"GLM"
"NOS1",9,0.272577996715928,"GLM"
"IGF1",9,0.272577996715928,"GLM"
"FURIN",9,0.317733990147783,"GLM"
"SOX9",9,0.307060755336617,"GLM"
"NOTCH2",9,0.283251231527094,"GLM"
"DNMT3A",9,0.258620689655172,"GLM"
"NRP1",9,0.264367816091954,"GLM"
"CSF2",9,0.315270935960591,"GLM"
"DNMT3B",9,0.311986863711002,"GLM"
"PTGS1",9,0.295566502463054,"GLM"
"CHUK",9,0.288998357963875,"GLM"
"CD40",9,0.475369458128079,"GLM"
"BRCA1",9,0.28735632183908,"GLM"
"CYP3A4",9,0.317733990147783,"GLM"
"CYP27A1",9,0.270114942528736,"GLM"
"Type",9,0.288998357963875,"GLM"
"_baseline_",9,0.517241379310345,"GLM"
"_full_model_",10,0.288998357963875,"GLM"
"IL1B",10,0.253694581280788,"GLM"
"BCHE",10,0.272577996715928,"GLM"
"PTGS2",10,0.317733990147783,"GLM"
"IL6",10,0.293924466338259,"GLM"
"INS",10,0.323481116584565,"GLM"
"XDH",10,0.304597701149425,"GLM"
"EPHX2",10,0.349753694581281,"GLM"
"SLC6A4",10,0.298850574712644,"GLM"
"GSR",10,0.320197044334975,"GLM"
"NQO1",10,0.270935960591133,"GLM"
"ADRB2",10,0.270114942528736,"GLM"
"AKT1",10,0.27504105090312,"GLM"
"AGT",10,0.288998357963875,"GLM"
"NR3C1",10,0.287356321839081,"GLM"
"CCR7",10,0.382594417077176,"GLM"
"HMGCR",10,0.444991789819376,"GLM"
"GHRL",10,0.313628899835796,"GLM"
"CXCR4",10,0.442528735632184,"GLM"
"ARRB2",10,0.235632183908046,"GLM"
"TGFB1",10,0.288998357963875,"GLM"
"C3",10,0.399835796387521,"GLM"
"APOE",10,0.263546798029557,"GLM"
"FOS",10,0.424466338259442,"GLM"
"ESR2",10,0.283251231527094,"GLM"
"CD36",10,0.262725779967159,"GLM"
"ESR1",10,0.316912972085386,"GLM"
"NOS1",10,0.282430213464696,"GLM"
"IGF1",10,0.279146141215107,"GLM"
"FURIN",10,0.349753694581281,"GLM"
"SOX9",10,0.295566502463054,"GLM"
"NOTCH2",10,0.276683087027915,"GLM"
"DNMT3A",10,0.262725779967159,"GLM"
"NRP1",10,0.258620689655172,"GLM"
"CSF2",10,0.305418719211823,"GLM"
"DNMT3B",10,0.279967159277504,"GLM"
"PTGS1",10,0.288998357963875,"GLM"
"CHUK",10,0.288998357963875,"GLM"
"CD40",10,0.358784893267652,"GLM"
"BRCA1",10,0.287356321839081,"GLM"
"CYP3A4",10,0.334975369458128,"GLM"
"CYP27A1",10,0.288998357963875,"GLM"
"Type",10,0.288998357963875,"GLM"
"_baseline_",10,0.586206896551724,"GLM"
